CPUS_PER_TASK=36
(139, 0.04823893192773065)
(140, 0.050431594871713586)
(141, 0.052723923595882516)
(142, 0.055120448330370254)
(143, 0.05762590522337935)
(144, 0.06024524570102657)
(145, 0.06298364625263271)
(146, 0.06584651866079415)
(147, 0.06883952069645496)
(148, 0.07196856730011521)
(149, 0.07523984227127159)
(150, 0.07865981048919353)
(151, 0.08223523068918395)
(152, 0.08597316881957624)
(153, 0.0898810120058618)
(154, 0.0939664831495469)
(155, 0.09823765619058944)
(156, 0.10270297206357648)
(157, 0.10737125537917917)
(158, 0.11225173186384854)
(159, 0.11735404659221992)
(160, 0.12268828304825732)
(161, 0.12826498305280598)
(162, 0.13409516759693793)
(163, 0.1401903586222592)
(164, 0.14656260179122527)
(165, 0.15322449029246318)
(166, 0.1601891897281448)
(167, 0.16747046413259822)
(168, 0.17508270317357233)
(169, 0.18304095058991635)
(170, 0.1913609339218691)
(171, 0.20005909559271726)
(172, 0.20915262540324614)
(173, 0.2186594945031982)
(174, 0.22859849090688078)
(175, 0.23898925662310502)
(176, 0.249852326472839)
(177, 0.2612091686712872)
(178, 0.2730822272545943)
(179, 0.2854949664350251)
(180, 0.2984719169722707)
(181, 0.3120387246525302)
(182, 0.326222200971167)
(183, 0.3410503761191085)
(184, 0.3565525543777015)
(185, 0.3727593720314938)
(186, 0.3897028579134014)
(187, 0.4074164967019036)
(188, 0.4259352950953658)
(189, 0.44529585099426555)
(190, 0.4655364258280373)
(191, 0.48669702016948463)
(192, 0.5088194527861789)
(193, 0.5319474432850849)
(194, 0.5561266985137266)
(195, 0.5814050028886544)
(196, 0.6078323128297229)
(197, 0.6354608554868002)
(198, 0.6643452319540293)
(199, 0.6945425251756058)
(200, 0.7261124127563339)
(201, 0.7591172848998984)
(202, 0.7936223677079209)
(203, 0.8296958520834906)
(204, 0.8674090284938915)
(205, 0.9068364278588722)
(206, 0.9480559688428831)
(207, 0.9911491118423571)
(208, 1.0362010199723757)
(209, 1.0833007273708433)
(210, 1.1325413151528128)
(211, 1.1840200953626556)
(212, 1.2378388032876615)
(213, 1.2941037985130786)
(214, 1.352926275115967)
(215, 1.414422481413235)
(216, 1.4787139496981758)
(217, 1.5459277364194786)
(218, 1.6161966732773805)
(219, 1.6896596297332336)
(220, 1.766461787451202)
(221, 1.846754927214515)
(222, 1.9306977288832496)
(223, 2.0184560849864996)
(224, 2.1102034285685964)
(225, 2.2061210759373218)
(226, 2.306398584991511)
(227, 2.411234129836121)
(228, 2.5208348924251283)
(229, 2.635417472006295)
(230, 2.7552083131768765)
(231, 2.8804441533962977)
(232, 3.0113724908401354)
(233, 3.1482520735200925)
(234, 3.2913534106364897)
(235, 3.4409593071738813)
(236, 3.5973654227963534)
(237, 3.7608808561469105)
(238, 3.9318287557057703)
(239, 4.110546958414699)
(240, 4.297388657329601)
(241, 4.492723099620656)
(242, 4.696936316299511)
(243, 4.910431885115724)
(244, 5.133631728129989)
(245, 5.366976945540476)
(246, 5.610928687410038)
(247, 5.865969065017198)
(248, 6.1326021036318)
(249, 6.411354738598309)
(250, 6.7027778566954215)
(251, 7.007447384829753)
(252, 7.3259654282152304)
(253, 7.65896146028768)
(254, 8.007093566705898)
(255, 8.371049745897913)
(256, 8.751549268722469)
(257, 9.149344099933009)
(258, 9.565220384253061)
(259, 10.0)
